69	208	2348	40
69	209	1146	1215
69	209	1349	1430
69	210	1318	1415
69	214	1720	1810
69	233	1858	2000
69	235	9	45
69	236	618	720
69	237	30	115
69	324	2217	2322
69	328	751	815
69	331	318	331
69	332	1002	1025
69	333	910	933
69	333	1155	1210
69	334	324	354
69	334	628	643
69	334	1148	1202
69	334	1915	1924
69	335	102	116
69	335	528	612
69	335	652	705
69	335	1052	1118
69	336	4	22
69	336	243	252
69	336	1355	1445
69	339	1729	1743
69	340	2033	2058
69	342	144	229
69	342	813	830
69	343	1903	1918
69	344	2132	2233
69	345	201	213
69	345	403	418
69	345	1055	1104
69	345	1905	1922
69	346	154	221
69	346	1846	1910
69	347	322	355
69	347	721	9999
69	347	740	804
69	347	1457	1520
69	347	1854	1908
69	347	2229	2255
69	348	213	305
69	348	433	455
69	348	903	921
69	348	2218	2240
69	348	2344	2358
69	349	1322	1349
69	350	27	50
69	355	31	105
69	357	412	433
69	357	2221	2240
69	360	1914	1925
69	360	2227	2248
69	361	904	930
69	361	1340	1408
69	361	2132	2208
69	362	241	303
69	362	705	735
69	362	745	815
69	362	850	925
69	362	1127	1142
69	363	242	300
69	363	2235	2252
70	1	140	210
70	2	220	230
70	2	2118	2140
70	3	908	915
70	3	1125	1152
70	3	1242	1320
70	3	1624	1715
70	4	1120	1130
70	4	1154	1203
70	4	1603	1620
70	4	2105	2125
70	6	353	403
70	6	1328	1420
70	6	2158	2215
70	7	204	225
70	7	910	1000
70	7	1108	1122
70	8	49	105
70	8	440	510
70	8	1249	1320
70	8	1640	1704
70	9	108	132
70	9	203	252
70	9	649	713
70	9	732	752
70	10	409	433
70	10	654	710
70	10	2306	2341
70	11	239	330
70	12	35	55
70	12	1241	1250
70	15	439	512
70	19	2025	2152
70	20	1515	1550
70	21	455	520
70	21	1250	1325
70	21	1924	1949
70	22	851	912
70	22	1506	1532
70	23	2037	2050
70	24	339	410
70	24	444	550
70	24	653	725
70	25	241	300
70	26	1142	1205
70	26	1447	1520
70	29	17	50
70	29	1658	1745
70	30	629	650
70	31	2330	2350
70	32	348	425
70	32	430	500
70	33	203	230
70	33	1059	1130
70	33	1430	1510
70	33	1520	1610
70	34	1835	1910
70	34	2029	2100
70	35	1849	1930
70	35	2040	2135
70	36	422	500
70	36	811	845
70	36	1432	1510
70	36	1627	1650
70	37	806	845
70	38	133	220
70	38	326	420
70	38	1339	1410
70	41	720	800
70	43	2134	2215
70	47	1041	1130
70	49	29	110
70	49	141	230
70	49	332	410
70	49	751	830
70	49	1211	1420
70	49	1438	1515
70	49	1530	1620
70	50	28	100
70	50	358	440
70	50	836	915
70	50	933	1020
70	50	1635	1720
70	51	517	600
70	51	1025	1105
70	51	1225	1300
70	51	1335	1410
70	51	1612	1700
70	51	1817	1850
70	51	1911	1940
70	52	735	820
70	52	1148	1210
70	52	1851	1912
70	54	531	604
70	54	2140	2240
70	56	605	630
70	57	1631	1730
70	60	1828	1850
70	60	1853	1930
70	61	130	150
70	61	152	250
70	61	444	550
70	61	801	840
70	61	1059	1130
70	61	1521	1600
70	61	2204	2240
70	62	737	810
70	62	830	920
70	62	955	1020
70	62	1328	1355
70	62	1532	1610
70	62	2017	2130
70	63	422	530
70	64	1702	1730
70	64	1910	1940
70	64	2345	40
70	65	140	200
70	65	845	910
70	65	2134	2210
70	66	1226	1310
70	66	2255	2330
70	70	1957	2030
70	73	1200	1310
70	74	903	950
70	74	1839	1910
70	75	1636	1715
70	76	109	140
70	77	804	845
70	77	859	940
70	78	1101	1150
70	78	2101	2130
70	79	557	650
70	80	529	600
70	80	1148	1250
70	81	511	545
70	81	1930	1950
70	82	457	535
70	83	1504	1610
70	84	0	30
70	84	332	455
70	85	1019	1050
70	85	2017	2140
70	88	246	350
70	88	1755	1830
70	88	2128	2210
70	88	2240	2320
70	89	1035	1125
70	89	1157	1225
70	89	1251	1355
70	89	1740	1855
70	89	2148	2225
70	89	2327	15
70	90	1118	1200
70	90	1639	1710
70	91	28	105
70	91	130	215
70	91	300	340
70	91	611	650
70	91	809	850
70	91	952	1035
70	91	1203	1235
70	92	1703	1735
70	93	1049	1205
70	94	2053	2120
70	95	1137	1240
70	96	1110	1140
70	98	22	150
70	98	809	1010
70	100	1105	1140
70	101	2358	40
70	102	240	335
70	102	635	710
70	102	720	750
70	103	1442	1510
70	103	1605	1645
70	103	2110	2145
70	104	135	210
70	104	1042	1150
70	105	109	500
70	105	1215	1310
70	106	439	510
70	106	1135	1210
70	107	153	225
70	107	625	710
70	107	818	900
70	107	1441	1520
70	107	1828	1900
70	108	35	110
70	109	621	632
70	110	2015	2032
70	112	139	208
70	112	1322	1400
70	112	1653	1745
70	113	520	600
70	113	2345	55
70	114	1628	1642
70	114	2151	2210
70	115	114	220
70	116	303	9999
70	116	316	325
70	116	754	9999
70	116	830	850
70	116	1009	1024
70	116	1429	9999
70	116	1512	1556
70	116	2041	2100
70	117	423	450
70	117	1002	1030
70	117	2135	2150
70	118	226	250
70	118	1048	1115
70	118	1413	1450
70	119	458	510
70	119	1836	1906
70	120	253	330
70	120	627	644
70	121	311	338
70	121	630	650
70	121	841	858
70	123	1000	1025
70	123	1130	1155
70	125	1228	1245
70	127	1156	1215
70	129	1605	1624
70	130	1704	1728
70	131	706	723
70	131	855	920
70	132	351	410
70	132	1322	1340
70	132	1608	1620
70	133	1146	1212
70	133	1400	1425
70	134	359	430
70	134	508	515
70	134	943	1005
70	134	2130	2205
70	135	456	538
70	135	654	715
70	135	1147	1210
70	136	615	635
70	136	2221	2245
70	137	1020	1045
70	140	1632	9999
70	140	1645	1740
70	143	1	32
70	143	529	555
70	143	722	740
70	143	1308	1415
70	143	2112	2140
70	144	8	25
70	144	435	515
70	144	1227	9999
70	144	1302	1320
70	144	2312	2350
70	145	1212	1240
70	147	327	400
70	147	546	600
70	147	858	915
70	155	1517	1625
